VaR,ES
2.929846954,4.151510644
2.929846954,4.151510644
2.930763101,4.139626069
2.930763101,4.139626069
2.930763101,4.139626069
2.930763101,4.139626069
2.937395267,4.152432981
2.937395267,4.152432981
2.937395267,4.152432981
2.937395267,4.152432981
2.937395267,4.152432981
2.932393584,4.129009334
2.932393584,4.129009334
2.932393584,4.129009334
2.945031647,4.131123168
2.945031647,4.131123168
2.980515136,4.16634725
3.028149478,4.216335965
3.028149478,4.216335965
3.023702128,4.19805839
3.023702128,4.19805839
3.023702128,4.19805839
3.023702128,4.19805839
3.023702128,4.19805839
3.023702128,4.19805839
3.023702128,4.19805839
3.023702128,4.19805839
3.023702128,4.19805839
3.023702128,4.19805839
3.023702128,4.19805839
3.023702128,4.19805839
3.023702128,4.19805839
3.023702128,4.19805839
3.023702128,4.19805839
3.023702128,4.19805839
3.023702128,4.19805839
3.054588767,4.226125179
3.054588767,4.226125179
3.023716904,4.198115928
3.023716904,4.198115928
3.023716904,4.198115928
3.023716904,4.198115928
3.023716904,4.198115928
3.023716904,4.198115928
3.026715641,4.21071801
3.026715641,4.21071801
3.026715641,4.21071801
3.026715641,4.21071801
3.026715641,4.21071801
3.026715641,4.21071801
3.026715641,4.21071801
3.022069882,4.191710725
3.022069882,4.191710725
3.022069882,4.191710725
3.022069882,4.191710725
3.022069882,4.191710725
3.022069882,4.191710725
3.022069882,4.191710725
3.022069882,4.191710725
3.022069882,4.191710725
3.022069882,4.191710725
3.053198257,4.220764687
3.092547877,4.263072477
3.128115247,4.296029563
3.141541401,4.339843389
3.141541401,4.339843389
3.141541401,4.339843389
3.141541401,4.339843389
3.152650775,4.339237641
3.170314397,4.346496447
3.170314397,4.346496447
3.238857231,4.4539241
3.238857231,4.4539241
3.238857231,4.4539241
3.238857231,4.4539241
3.181821999,4.390237619
3.163710328,4.381691532
3.151270959,4.377511368
3.156777541,4.399068823
3.156777541,4.399068823
3.156777541,4.399068823
3.156777541,4.399068823
3.156777541,4.399068823
3.160943859,4.423360462
3.161987729,4.41962725
3.161987729,4.41962725
3.162433221,4.429283991
3.162433221,4.429283991
3.156519659,4.428424381
3.156519659,4.428424381
3.156519659,4.428424381
3.156519659,4.428424381
3.156519659,4.428424381
3.158153839,4.412298988
3.158153839,4.412298988
3.150806181,4.405675083
3.150806181,4.405675083
3.146988836,4.39058268
3.146988836,4.39058268
3.154886721,4.399403776
3.154886721,4.399403776
3.15036145,4.403912385
3.15036145,4.403912385
3.15036145,4.403912385
3.151771707,4.387166576
3.147919356,4.364475213
3.147919356,4.364475213
3.147919356,4.364475213
3.160930135,4.370955384
3.241739823,4.464898452
3.241739823,4.464898452
3.241739823,4.464898452
3.241739823,4.464898452
3.241739823,4.464898452
3.241739823,4.464898452
3.241739823,4.464898452
3.241739823,4.464898452
3.241739823,4.464898452
3.241739823,4.464898452
3.241739823,4.464898452
3.241739823,4.464898452
3.241739823,4.464898452
3.241739823,4.464898452
3.241739823,4.464898452
3.241739823,4.464898452
3.241739823,4.464898452
3.25877638,4.472008739
3.25877638,4.472008739
3.25877638,4.472008739
3.25877638,4.472008739
3.25877638,4.472008739
3.25877638,4.472008739
3.25877638,4.472008739
3.25877638,4.472008739
3.236594046,4.445338832
3.236594046,4.445338832
3.236594046,4.445338832
3.236594046,4.445338832
3.236594046,4.445338832
3.252755678,4.449349612
3.252755678,4.449349612
3.252755678,4.449349612
3.252755678,4.449349612
3.252755678,4.449349612
3.252755678,4.449349612
3.252755678,4.449349612
3.252755678,4.449349612
3.252262775,4.436951748
3.254837992,4.446555028
3.254837992,4.446555028
3.254837992,4.446555028
3.254837992,4.446555028
3.254837992,4.446555028
3.254837992,4.446555028
3.253678425,4.452810201
3.253678425,4.452810201
3.253678425,4.452810201
3.253678425,4.452810201
3.233513473,4.433696308
3.132984879,4.307154264
3.132984879,4.307154264
3.132984879,4.307154264
3.132984879,4.307154264
3.132984879,4.307154264
3.132984879,4.307154264
3.132984879,4.307154264
3.233236043,4.432650258
3.233236043,4.432650258
